coder_id,manifesto,unit_id,sequence,code
kbenoit,GB,GB-073,73,410
kbenoit,GB,GB-074,74,411
kbenoit,GB,GB-075,75,410
kbenoit,GB,GB-076,76,411
kbenoit,GB,GB-077,77,411
kbenoit,GB,GB-078,78,402
kbenoit,GB,GB-079,79,404
kbenoit,GB,GB-080,80,403
kbenoit,GB,GB-081,81,405
kbenoit,GB,GB-082,82,402
kbenoit,GB,GB-083,83,402
kbenoit,GB,GB-084,84,402
kbenoit,GB,GB-085,85,402
kbenoit,GB,GB-086,86,402
kbenoit,GB,GB-087,87,402
kbenoit,GB,GB-088,88,404
kbenoit,GB,GB-089,89,403
kbenoit,GB,GB-090,90,403
kbenoit,GB,GB-091,91,403
kbenoit,GB,GB-092,92,703
kbenoit,GB,GB-093,93,410
kbenoit,GB,GB-094,94,703
kbenoit,GB,GB-095,95,703
kbenoit,GB,GB-096,96,703
kbenoit,GB,GB-097,97,703
kbenoit,GB,GB-098,98,703
kbenoit,GB,GB-099,99,411
kbenoit,GB,GB-100,100,411
kbenoit,GB,GB-101,101,411
kbenoit,GB,GB-102,102,411
kbenoit,GB,GB-103,103,411
kbenoit,GB,GB-104,104,411
kbenoit,GB,GB-105,105,411
kbenoit,GB,GB-106,106,411
kbenoit,GB,GB-107,107,411
mikhailv,GB,GB-001,1,000
mikhailv,GB,GB-002,2,000
mikhailv,GB,GB-003,3,305
mikhailv,GB,GB-004,4,305
mikhailv,GB,GB-005,5,202
mikhailv,GB,GB-006,6,305
mikhailv,GB,GB-007,7,305
mikhailv,GB,GB-008,8,305
mikhailv,GB,GB-009,9,701
mikhailv,GB,GB-010,10,403
mikhailv,GB,GB-011,11,403
mikhailv,GB,GB-012,12,305
mikhailv,GB,GB-013,13,405
mikhailv,GB,GB-014,14,606
mikhailv,GB,GB-015,15,605
mikhailv,GB,GB-016,16,305
mikhailv,GB,GB-017,17,305
mikhailv,GB,GB-018,18,606
mikhailv,GB,GB-019,19,606
mikhailv,GB,GB-020,20,305
mikhailv,GB,GB-021,21,405
mikhailv,GB,GB-022,22,202
mikhailv,GB,GB-023,23,305
mikhailv,GB,GB-024,24,305
mikhailv,GB,GB-025,25,701
mikhailv,GB,GB-026,26,701
mikhailv,GB,GB-027,27,701
mikhailv,GB,GB-028,28,701
mikhailv,GB,GB-029,29,410
mikhailv,GB,GB-030,30,410
mikhailv,GB,GB-031,31,606
mikhailv,GB,GB-032,32,605
mikhailv,GB,GB-033,33,405
mikhailv,GB,GB-034,34,403
mikhailv,GB,GB-035,35,305
mikhailv,GB,GB-036,36,414
mikhailv,GB,GB-037,37,305
mikhailv,GB,GB-038,38,403
mikhailv,GB,GB-039,39,701
mikhailv,GB,GB-040,40,305
mikhailv,GB,GB-041,41,305
mikhailv,GB,GB-042,42,410
mikhailv,GB,GB-043,43,410
mikhailv,GB,GB-044,44,402
mikhailv,GB,GB-045,45,305
mikhailv,GB,GB-046,46,305
mikhailv,GB,GB-047,47,606
mikhailv,GB,GB-048,48,702
mikhailv,GB,GB-049,49,405
mikhailv,GB,GB-050,50,503
mikhailv,GB,GB-051,51,606
mikhailv,GB,GB-052,52,606
mikhailv,GB,GB-053,53,606
mikhailv,GB,GB-054,54,606
mikhailv,GB,GB-055,55,606
mikhailv,GB,GB-056,56,411
mikhailv,GB,GB-057,57,506
mikhailv,GB,GB-058,58,403
mikhailv,GB,GB-059,59,405
mikhailv,GB,GB-060,60,405
mikhailv,GB,GB-061,61,405
mikhailv,GB,GB-062,62,503
mikhailv,GB,GB-063,63,702
mikhailv,GB,GB-064,64,305
mikhailv,GB,GB-065,65,405
mikhailv,GB,GB-066,66,402
mikhailv,GB,GB-067,67,408
mikhailv,GB,GB-068,68,408
mikhailv,GB,GB-069,69,405
mikhailv,GB,GB-070,70,405
mikhailv,GB,GB-071,71,408
mikhailv,GB,GB-072,72,402
mikhailv,GB,GB-073,73,402
mikhailv,GB,GB-074,74,411
mikhailv,GB,GB-075,75,411
mikhailv,GB,GB-076,76,409
mikhailv,GB,GB-077,77,411
mikhailv,GB,GB-078,78,402
mikhailv,GB,GB-079,79,303
mikhailv,GB,GB-080,80,303
mikhailv,GB,GB-081,81,414
mikhailv,GB,GB-082,82,303
mikhailv,GB,GB-083,83,402
mikhailv,GB,GB-084,84,402
mikhailv,GB,GB-085,85,402
mikhailv,GB,GB-086,86,402
mikhailv,GB,GB-087,87,402
mikhailv,GB,GB-088,88,303
mikhailv,GB,GB-089,89,303
mikhailv,GB,GB-090,90,402
mikhailv,GB,GB-091,91,402
mikhailv,GB,GB-092,92,703
mikhailv,GB,GB-093,93,703
mikhailv,GB,GB-094,94,408
mikhailv,GB,GB-095,95,402
mikhailv,GB,GB-096,96,402
mikhailv,GB,GB-097,97,703
mikhailv,GB,GB-098,98,703
mikhailv,GB,GB-099,99,506
mikhailv,GB,GB-100,100,506
mikhailv,GB,GB-101,101,506
mikhailv,GB,GB-102,102,506
mikhailv,GB,GB-103,103,506
mikhailv,GB,GB-104,104,411
mikhailv,GB,GB-105,105,411
mikhailv,GB,GB-106,106,506
mikhailv,GB,GB-107,107,506
daublert,GB,GB-001,1,000
daublert,GB,GB-002,2,606
daublert,GB,GB-003,3,606
daublert,GB,GB-004,4,305
daublert,GB,GB-005,5,606
daublert,GB,GB-006,6,606
daublert,GB,GB-007,7,410
daublert,GB,GB-008,8,410
daublert,GB,GB-009,9,701
daublert,GB,GB-010,10,305
daublert,GB,GB-011,11,305
daublert,GB,GB-012,12,305
daublert,GB,GB-013,13,606
daublert,GB,GB-014,14,606
daublert,GB,GB-015,15,606
daublert,GB,GB-016,16,305
daublert,GB,GB-017,17,606
daublert,GB,GB-018,18,606
daublert,GB,GB-019,19,606
daublert,GB,GB-020,20,606
daublert,GB,GB-021,21,606
daublert,GB,GB-022,22,305
daublert,GB,GB-023,23,408
daublert,GB,GB-024,24,408
daublert,GB,GB-025,25,701
daublert,GB,GB-026,26,701
daublert,GB,GB-027,27,701
daublert,GB,GB-028,28,701
daublert,GB,GB-029,29,410
daublert,GB,GB-030,30,410
daublert,GB,GB-031,31,701
daublert,GB,GB-032,32,701
daublert,GB,GB-033,33,411
daublert,GB,GB-034,34,701
daublert,GB,GB-035,35,701
daublert,GB,GB-036,36,701
daublert,GB,GB-037,37,701
daublert,GB,GB-038,38,701
daublert,GB,GB-039,39,701
daublert,GB,GB-040,40,305
daublert,GB,GB-041,41,305
daublert,GB,GB-042,42,410
daublert,GB,GB-043,43,408
daublert,GB,GB-044,44,408
daublert,GB,GB-045,45,407
daublert,GB,GB-046,46,606
daublert,GB,GB-047,47,606
daublert,GB,GB-048,48,305
daublert,GB,GB-049,49,202
daublert,GB,GB-050,50,503
daublert,GB,GB-051,51,606
daublert,GB,GB-052,52,606
daublert,GB,GB-053,53,606
daublert,GB,GB-054,54,606
daublert,GB,GB-055,55,606
daublert,GB,GB-056,56,411
daublert,GB,GB-057,57,411
daublert,GB,GB-058,58,702
daublert,GB,GB-059,59,405
daublert,GB,GB-060,60,405
daublert,GB,GB-061,61,503
daublert,GB,GB-062,62,503
daublert,GB,GB-063,63,702
daublert,GB,GB-064,64,202
daublert,GB,GB-065,65,202
daublert,GB,GB-066,66,503
daublert,GB,GB-067,67,701
daublert,GB,GB-068,68,202
daublert,GB,GB-069,69,202
daublert,GB,GB-070,70,202
daublert,GB,GB-071,71,408
daublert,GB,GB-072,72,411
daublert,GB,GB-073,73,411
daublert,GB,GB-074,74,411
daublert,GB,GB-075,75,411
daublert,GB,GB-076,76,411
daublert,GB,GB-077,77,411
daublert,GB,GB-078,78,408
daublert,GB,GB-079,79,408
daublert,GB,GB-080,80,403
daublert,GB,GB-081,81,403
daublert,GB,GB-082,82,402
daublert,GB,GB-083,83,402
daublert,GB,GB-084,84,402
daublert,GB,GB-085,85,402
daublert,GB,GB-086,86,402
daublert,GB,GB-087,87,402
daublert,GB,GB-088,88,303
daublert,GB,GB-089,89,402
daublert,GB,GB-090,90,402
daublert,GB,GB-091,91,402
daublert,GB,GB-092,92,703
daublert,GB,GB-093,93,703
daublert,GB,GB-094,94,703
daublert,GB,GB-095,95,703
daublert,GB,GB-096,96,703
daublert,GB,GB-097,97,703
daublert,GB,GB-098,98,703
daublert,GB,GB-099,99,411
daublert,GB,GB-100,100,506
daublert,GB,GB-101,101,506
daublert,GB,GB-102,102,506
daublert,GB,GB-103,103,411
daublert,GB,GB-104,104,506
daublert,GB,GB-105,105,506
daublert,GB,GB-106,106,506
daublert,GB,GB-107,107,506
mcelroy,GB,GB-001,1,305
mcelroy,GB,GB-002,2,606
mcelroy,GB,GB-003,3,606
mcelroy,GB,GB-004,4,305
mcelroy,GB,GB-005,5,305
mcelroy,GB,GB-006,6,305
mcelroy,GB,GB-007,7,305
mcelroy,GB,GB-008,8,410
mcelroy,GB,GB-009,9,408
mcelroy,GB,GB-010,10,404
mcelroy,GB,GB-011,11,414
mcelroy,GB,GB-012,12,305
mcelroy,GB,GB-013,13,305
mcelroy,GB,GB-014,14,606
mcelroy,GB,GB-015,15,606
mcelroy,GB,GB-016,16,504
mcelroy,GB,GB-017,17,606
mcelroy,GB,GB-018,18,606
mcelroy,GB,GB-019,19,606
mcelroy,GB,GB-020,20,305
mcelroy,GB,GB-021,21,606
mcelroy,GB,GB-022,22,305
mcelroy,GB,GB-023,23,404
mcelroy,GB,GB-024,24,404
mcelroy,GB,GB-025,25,408
mcelroy,GB,GB-026,26,408
mcelroy,GB,GB-027,27,408
mcelroy,GB,GB-028,28,701
mcelroy,GB,GB-029,29,408
mcelroy,GB,GB-030,30,408
mcelroy,GB,GB-031,31,606
mcelroy,GB,GB-032,32,606
mcelroy,GB,GB-033,33,401
mcelroy,GB,GB-034,34,305
mcelroy,GB,GB-035,35,305
mcelroy,GB,GB-036,36,305
mcelroy,GB,GB-037,37,305
mcelroy,GB,GB-038,38,402
mcelroy,GB,GB-039,39,705
mcelroy,GB,GB-040,40,305
mcelroy,GB,GB-041,41,305
mcelroy,GB,GB-042,42,402
mcelroy,GB,GB-043,43,408
mcelroy,GB,GB-044,44,408
mcelroy,GB,GB-045,45,407
mcelroy,GB,GB-046,46,503
mcelroy,GB,GB-047,47,503
mcelroy,GB,GB-048,48,305
mcelroy,GB,GB-049,49,202
mcelroy,GB,GB-050,50,408
mcelroy,GB,GB-051,51,305
mcelroy,GB,GB-052,52,606
mcelroy,GB,GB-053,53,606
mcelroy,GB,GB-054,54,606
mcelroy,GB,GB-055,55,405
mcelroy,GB,GB-056,56,411
mcelroy,GB,GB-057,57,506
mcelroy,GB,GB-058,58,702
mcelroy,GB,GB-059,59,405
mcelroy,GB,GB-060,60,405
mcelroy,GB,GB-061,61,202
mcelroy,GB,GB-062,62,202
mcelroy,GB,GB-063,63,702
mcelroy,GB,GB-064,64,202
mcelroy,GB,GB-065,65,202
mcelroy,GB,GB-066,66,202
mcelroy,GB,GB-067,67,201
mcelroy,GB,GB-068,68,202
mcelroy,GB,GB-069,69,202
mcelroy,GB,GB-070,70,202
mcelroy,GB,GB-071,71,402
mcelroy,GB,GB-072,72,402
mcelroy,GB,GB-073,73,402
mcelroy,GB,GB-074,74,411
mcelroy,GB,GB-075,75,411
mcelroy,GB,GB-076,76,409
mcelroy,GB,GB-077,77,411
mcelroy,GB,GB-078,78,403
mcelroy,GB,GB-079,79,408
mcelroy,GB,GB-080,80,403
mcelroy,GB,GB-081,81,403
mcelroy,GB,GB-082,82,403
mcelroy,GB,GB-083,83,402
mcelroy,GB,GB-084,84,402
mcelroy,GB,GB-085,85,402
mcelroy,GB,GB-086,86,402
mcelroy,GB,GB-087,87,402
mcelroy,GB,GB-088,88,403
mcelroy,GB,GB-089,89,403
mcelroy,GB,GB-090,90,403
mcelroy,GB,GB-091,91,403
mcelroy,GB,GB-092,92,703
mcelroy,GB,GB-093,93,408
mcelroy,GB,GB-094,94,402
mcelroy,GB,GB-095,95,402
mcelroy,GB,GB-096,96,402
mcelroy,GB,GB-097,97,000
mcelroy,GB,GB-098,98,406
mcelroy,GB,GB-099,99,411
mcelroy,GB,GB-100,100,411
mcelroy,GB,GB-101,101,411
mcelroy,GB,GB-102,102,411
mcelroy,GB,GB-103,103,411
mcelroy,GB,GB-104,104,411
mcelroy,GB,GB-105,105,411
mcelroy,GB,GB-106,106,506
mcelroy,GB,GB-107,107,506
goreckim,GB,GB-001,1,606
goreckim,GB,GB-002,2,606
goreckim,GB,GB-003,3,606
goreckim,GB,GB-004,4,606
goreckim,GB,GB-005,5,606
goreckim,GB,GB-006,6,606
goreckim,GB,GB-007,7,403
goreckim,GB,GB-008,8,410
goreckim,GB,GB-009,9,503
goreckim,GB,GB-010,10,404
goreckim,GB,GB-011,11,407
goreckim,GB,GB-012,12,402
goreckim,GB,GB-013,13,405
goreckim,GB,GB-014,14,606
goreckim,GB,GB-015,15,605
goreckim,GB,GB-016,16,304
goreckim,GB,GB-017,17,606
goreckim,GB,GB-018,18,606
goreckim,GB,GB-019,19,606
goreckim,GB,GB-020,20,606
goreckim,GB,GB-021,21,405
goreckim,GB,GB-022,22,202
goreckim,GB,GB-023,23,403
goreckim,GB,GB-024,24,404
goreckim,GB,GB-025,25,408
goreckim,GB,GB-026,26,503
goreckim,GB,GB-027,27,503
goreckim,GB,GB-028,28,503
goreckim,GB,GB-029,29,303
goreckim,GB,GB-030,30,303
goreckim,GB,GB-031,31,606
goreckim,GB,GB-032,32,605
goreckim,GB,GB-033,33,407
goreckim,GB,GB-034,34,403
goreckim,GB,GB-035,35,408
goreckim,GB,GB-036,36,408
goreckim,GB,GB-037,37,408
goreckim,GB,GB-038,38,403
goreckim,GB,GB-039,39,503
goreckim,GB,GB-040,40,404
goreckim,GB,GB-041,41,404
goreckim,GB,GB-042,42,404
goreckim,GB,GB-043,43,403
goreckim,GB,GB-044,44,403
goreckim,GB,GB-045,45,407
goreckim,GB,GB-046,46,000
goreckim,GB,GB-047,47,606
goreckim,GB,GB-048,48,000
goreckim,GB,GB-049,49,405
goreckim,GB,GB-050,50,415
goreckim,GB,GB-051,51,415
goreckim,GB,GB-052,52,606
goreckim,GB,GB-053,53,606
goreckim,GB,GB-054,54,606
goreckim,GB,GB-055,55,415
goreckim,GB,GB-056,56,411
goreckim,GB,GB-057,57,506
goreckim,GB,GB-058,58,401
goreckim,GB,GB-059,59,405
goreckim,GB,GB-060,60,415
goreckim,GB,GB-061,61,405
goreckim,GB,GB-062,62,415
goreckim,GB,GB-063,63,405
goreckim,GB,GB-064,64,000
goreckim,GB,GB-065,65,405
goreckim,GB,GB-066,66,415
goreckim,GB,GB-067,67,415
goreckim,GB,GB-068,68,000
goreckim,GB,GB-069,69,405
goreckim,GB,GB-070,70,405
goreckim,GB,GB-071,71,402
goreckim,GB,GB-072,72,402
goreckim,GB,GB-073,73,402
goreckim,GB,GB-074,74,411
goreckim,GB,GB-075,75,411
goreckim,GB,GB-076,76,402
goreckim,GB,GB-077,77,411
goreckim,GB,GB-078,78,402
goreckim,GB,GB-079,79,404
goreckim,GB,GB-080,80,407
goreckim,GB,GB-081,81,401
goreckim,GB,GB-082,82,402
goreckim,GB,GB-083,83,402
goreckim,GB,GB-084,84,402
goreckim,GB,GB-085,85,402
goreckim,GB,GB-086,86,402
goreckim,GB,GB-087,87,402
goreckim,GB,GB-088,88,402
goreckim,GB,GB-089,89,402
goreckim,GB,GB-090,90,402
goreckim,GB,GB-091,91,402
goreckim,GB,GB-092,92,402
goreckim,GB,GB-093,93,402
goreckim,GB,GB-094,94,402
goreckim,GB,GB-095,95,402
goreckim,GB,GB-096,96,402
goreckim,GB,GB-097,97,402
goreckim,GB,GB-098,98,402
goreckim,GB,GB-099,99,506
goreckim,GB,GB-100,100,506
goreckim,GB,GB-101,101,506
goreckim,GB,GB-102,102,506
goreckim,GB,GB-103,103,506
goreckim,GB,GB-104,104,506
goreckim,GB,GB-105,105,506
goreckim,GB,GB-106,106,506
goreckim,GB,GB-107,107,506
mjenny,GB,GB-001,1,305
mjenny,GB,GB-002,2,305
mjenny,GB,GB-003,3,305
mjenny,GB,GB-004,4,305
mjenny,GB,GB-005,5,305
mjenny,GB,GB-006,6,305
mjenny,GB,GB-007,7,305
mjenny,GB,GB-008,8,408
mjenny,GB,GB-009,9,408
mjenny,GB,GB-010,10,409
mjenny,GB,GB-011,11,401
mjenny,GB,GB-012,12,305
mjenny,GB,GB-013,13,405
mjenny,GB,GB-014,14,606
mjenny,GB,GB-015,15,605
mjenny,GB,GB-016,16,411
mjenny,GB,GB-017,17,606
mjenny,GB,GB-018,18,606
mjenny,GB,GB-019,19,606
mjenny,GB,GB-020,20,606
mjenny,GB,GB-021,21,606
mjenny,GB,GB-022,22,202
mjenny,GB,GB-023,23,408
mjenny,GB,GB-024,24,408
mjenny,GB,GB-025,25,408
mjenny,GB,GB-026,26,408
mjenny,GB,GB-027,27,408
mjenny,GB,GB-028,28,408
mjenny,GB,GB-029,29,408
mjenny,GB,GB-030,30,408
mjenny,GB,GB-031,31,408
mjenny,GB,GB-032,32,408
mjenny,GB,GB-033,33,407
mjenny,GB,GB-034,34,412
mjenny,GB,GB-035,35,305
mjenny,GB,GB-036,36,408
mjenny,GB,GB-037,37,305
mjenny,GB,GB-038,38,404
mjenny,GB,GB-039,39,701
mjenny,GB,GB-040,40,404
mjenny,GB,GB-041,41,404
mjenny,GB,GB-042,42,402
mjenny,GB,GB-043,43,404
mjenny,GB,GB-044,44,404
mjenny,GB,GB-045,45,407
mjenny,GB,GB-046,46,606
mjenny,GB,GB-047,47,606
mjenny,GB,GB-048,48,407
mjenny,GB,GB-049,49,202
mjenny,GB,GB-050,50,408
mjenny,GB,GB-051,51,606
mjenny,GB,GB-052,52,606
mjenny,GB,GB-053,53,606
mjenny,GB,GB-054,54,606
mjenny,GB,GB-055,55,606
mjenny,GB,GB-056,56,411
mjenny,GB,GB-057,57,411
mjenny,GB,GB-058,58,407
mjenny,GB,GB-059,59,405
mjenny,GB,GB-060,60,405
mjenny,GB,GB-061,61,405
mjenny,GB,GB-062,62,405
mjenny,GB,GB-063,63,405
mjenny,GB,GB-064,64,405
mjenny,GB,GB-065,65,405
mjenny,GB,GB-066,66,405
mjenny,GB,GB-067,67,405
mjenny,GB,GB-068,68,405
mjenny,GB,GB-069,69,405
mjenny,GB,GB-070,70,405
mjenny,GB,GB-071,71,401
mjenny,GB,GB-072,72,402
mjenny,GB,GB-073,73,404
mjenny,GB,GB-074,74,411
mjenny,GB,GB-075,75,411
mjenny,GB,GB-076,76,411
mjenny,GB,GB-077,77,411
mjenny,GB,GB-078,78,401
mjenny,GB,GB-079,79,404
mjenny,GB,GB-080,80,403
mjenny,GB,GB-081,81,403
mjenny,GB,GB-082,82,401
mjenny,GB,GB-083,83,402
mjenny,GB,GB-084,84,402
mjenny,GB,GB-085,85,402
mjenny,GB,GB-086,86,402
mjenny,GB,GB-087,87,401
mjenny,GB,GB-088,88,402
mjenny,GB,GB-089,89,402
mjenny,GB,GB-090,90,402
mjenny,GB,GB-091,91,402
mjenny,GB,GB-092,92,703
mjenny,GB,GB-093,93,703
mjenny,GB,GB-094,94,703
mjenny,GB,GB-095,95,703
mjenny,GB,GB-096,96,703
mjenny,GB,GB-097,97,703
mjenny,GB,GB-098,98,703
mjenny,GB,GB-099,99,506
mjenny,GB,GB-100,100,506
mjenny,GB,GB-101,101,305
mjenny,GB,GB-102,102,506
mjenny,GB,GB-103,103,506
mjenny,GB,GB-104,104,506
mjenny,GB,GB-105,105,506
mjenny,GB,GB-106,106,506
mjenny,GB,GB-107,107,506
alex.baturo,GB,GB-001,1,606
alex.baturo,GB,GB-002,2,606
alex.baturo,GB,GB-003,3,606
alex.baturo,GB,GB-004,4,601
alex.baturo,GB,GB-005,5,202
alex.baturo,GB,GB-006,6,303
alex.baturo,GB,GB-007,7,606
alex.baturo,GB,GB-008,8,606
alex.baturo,GB,GB-009,9,606
alex.baturo,GB,GB-010,10,415
alex.baturo,GB,GB-011,11,414
alex.baturo,GB,GB-012,12,606
alex.baturo,GB,GB-013,13,405
alex.baturo,GB,GB-014,14,606
alex.baturo,GB,GB-015,15,606
alex.baturo,GB,GB-016,16,606
alex.baturo,GB,GB-017,17,606
alex.baturo,GB,GB-018,18,606
alex.baturo,GB,GB-019,19,606
alex.baturo,GB,GB-020,20,606
alex.baturo,GB,GB-021,21,405
alex.baturo,GB,GB-022,22,202
alex.baturo,GB,GB-023,23,409
alex.baturo,GB,GB-024,24,405
alex.baturo,GB,GB-025,25,409
alex.baturo,GB,GB-026,26,409
alex.baturo,GB,GB-027,27,409
alex.baturo,GB,GB-028,28,409
alex.baturo,GB,GB-029,29,606
alex.baturo,GB,GB-030,30,606
alex.baturo,GB,GB-031,31,606
alex.baturo,GB,GB-032,32,606
alex.baturo,GB,GB-033,33,405
alex.baturo,GB,GB-034,34,408
alex.baturo,GB,GB-035,35,404
alex.baturo,GB,GB-036,36,404
alex.baturo,GB,GB-037,37,404
alex.baturo,GB,GB-038,38,409
alex.baturo,GB,GB-039,39,409
alex.baturo,GB,GB-040,40,402
alex.baturo,GB,GB-041,41,404
alex.baturo,GB,GB-042,42,402
alex.baturo,GB,GB-043,43,409
alex.baturo,GB,GB-044,44,402
alex.baturo,GB,GB-045,45,407
alex.baturo,GB,GB-046,46,606
alex.baturo,GB,GB-047,47,606
alex.baturo,GB,GB-048,48,606
alex.baturo,GB,GB-049,49,405
alex.baturo,GB,GB-050,50,405
alex.baturo,GB,GB-051,51,606
alex.baturo,GB,GB-052,52,606
alex.baturo,GB,GB-053,53,606
alex.baturo,GB,GB-054,54,606
alex.baturo,GB,GB-055,55,405
alex.baturo,GB,GB-056,56,411
alex.baturo,GB,GB-057,57,506
alex.baturo,GB,GB-058,58,403
alex.baturo,GB,GB-059,59,405
alex.baturo,GB,GB-060,60,405
alex.baturo,GB,GB-061,61,405
alex.baturo,GB,GB-062,62,402
alex.baturo,GB,GB-063,63,702
alex.baturo,GB,GB-064,64,405
alex.baturo,GB,GB-065,65,405
alex.baturo,GB,GB-066,66,405
alex.baturo,GB,GB-067,67,405
alex.baturo,GB,GB-068,68,405
alex.baturo,GB,GB-069,69,405
alex.baturo,GB,GB-070,70,405
alex.baturo,GB,GB-071,71,401
alex.baturo,GB,GB-072,72,411
alex.baturo,GB,GB-073,73,411
alex.baturo,GB,GB-074,74,411
alex.baturo,GB,GB-075,75,411
alex.baturo,GB,GB-076,76,411
alex.baturo,GB,GB-077,77,411
alex.baturo,GB,GB-078,78,401
alex.baturo,GB,GB-079,79,303
alex.baturo,GB,GB-080,80,303
alex.baturo,GB,GB-081,81,401
alex.baturo,GB,GB-082,82,401
alex.baturo,GB,GB-083,83,401
alex.baturo,GB,GB-084,84,401
alex.baturo,GB,GB-085,85,401
alex.baturo,GB,GB-086,86,402
alex.baturo,GB,GB-087,87,412
alex.baturo,GB,GB-088,88,405
alex.baturo,GB,GB-089,89,401
alex.baturo,GB,GB-090,90,401
alex.baturo,GB,GB-091,91,401
alex.baturo,GB,GB-092,92,703
alex.baturo,GB,GB-093,93,703
alex.baturo,GB,GB-094,94,404
alex.baturo,GB,GB-095,95,406
alex.baturo,GB,GB-096,96,703
alex.baturo,GB,GB-097,97,703
alex.baturo,GB,GB-098,98,703
alex.baturo,GB,GB-099,99,411
alex.baturo,GB,GB-100,100,506
alex.baturo,GB,GB-101,101,411
alex.baturo,GB,GB-102,102,506
alex.baturo,GB,GB-103,103,506
alex.baturo,GB,GB-104,104,506
alex.baturo,GB,GB-105,105,506
alex.baturo,GB,GB-106,106,506
alex.baturo,GB,GB-107,107,506
pr9,GB,GB-001,1,000
pr9,GB,GB-002,2,000
pr9,GB,GB-003,3,407
pr9,GB,GB-004,4,000
pr9,GB,GB-005,5,202
pr9,GB,GB-006,6,606
pr9,GB,GB-007,7,408
pr9,GB,GB-008,8,408
pr9,GB,GB-009,9,408
pr9,GB,GB-010,10,408
pr9,GB,GB-011,11,408
pr9,GB,GB-012,12,408
pr9,GB,GB-013,13,405
pr9,GB,GB-014,14,408
pr9,GB,GB-015,15,605
pr9,GB,GB-016,16,605
pr9,GB,GB-017,17,606
pr9,GB,GB-018,18,606
pr9,GB,GB-019,19,606
pr9,GB,GB-020,20,606
pr9,GB,GB-021,21,405
pr9,GB,GB-022,22,303
pr9,GB,GB-023,23,303
pr9,GB,GB-024,24,405
pr9,GB,GB-025,25,408
pr9,GB,GB-026,26,408
pr9,GB,GB-027,27,408
pr9,GB,GB-028,28,408
pr9,GB,GB-029,29,408
pr9,GB,GB-030,30,408
pr9,GB,GB-031,31,606
pr9,GB,GB-032,32,605
pr9,GB,GB-033,33,405
pr9,GB,GB-034,34,405
pr9,GB,GB-035,35,405
pr9,GB,GB-036,36,414
pr9,GB,GB-037,37,414
pr9,GB,GB-038,38,409
pr9,GB,GB-039,39,504
pr9,GB,GB-040,40,000
pr9,GB,GB-041,41,000
pr9,GB,GB-042,42,414
pr9,GB,GB-043,43,404
pr9,GB,GB-044,44,409
pr9,GB,GB-045,45,414
pr9,GB,GB-046,46,606
pr9,GB,GB-047,47,606
pr9,GB,GB-048,48,405
pr9,GB,GB-049,49,405
pr9,GB,GB-050,50,405
pr9,GB,GB-051,51,405
pr9,GB,GB-052,52,606
pr9,GB,GB-053,53,606
pr9,GB,GB-054,54,606
pr9,GB,GB-055,55,405
pr9,GB,GB-056,56,411
pr9,GB,GB-057,57,506
pr9,GB,GB-058,58,414
pr9,GB,GB-059,59,405
pr9,GB,GB-060,60,405
pr9,GB,GB-061,61,405
pr9,GB,GB-062,62,405
pr9,GB,GB-063,63,202
pr9,GB,GB-064,64,405
pr9,GB,GB-065,65,405
pr9,GB,GB-066,66,405
pr9,GB,GB-067,67,405
pr9,GB,GB-068,68,405
pr9,GB,GB-069,69,405
pr9,GB,GB-070,70,405
pr9,GB,GB-071,71,412
pr9,GB,GB-072,72,412
pr9,GB,GB-073,73,411
pr9,GB,GB-074,74,411
pr9,GB,GB-075,75,411
pr9,GB,GB-076,76,409
pr9,GB,GB-077,77,411
pr9,GB,GB-078,78,404
pr9,GB,GB-079,79,412
pr9,GB,GB-080,80,414
pr9,GB,GB-081,81,414
pr9,GB,GB-082,82,404
pr9,GB,GB-083,83,404
pr9,GB,GB-084,84,404
pr9,GB,GB-085,85,404
pr9,GB,GB-086,86,404
pr9,GB,GB-087,87,404
pr9,GB,GB-088,88,404
pr9,GB,GB-089,89,404
pr9,GB,GB-090,90,404
pr9,GB,GB-091,91,404
pr9,GB,GB-092,92,703
pr9,GB,GB-093,93,703
pr9,GB,GB-094,94,703
pr9,GB,GB-095,95,703
pr9,GB,GB-096,96,703
pr9,GB,GB-097,97,703
pr9,GB,GB-098,98,703
pr9,GB,GB-099,99,506
pr9,GB,GB-100,100,506
pr9,GB,GB-101,101,506
pr9,GB,GB-102,102,506
pr9,GB,GB-103,103,506
pr9,GB,GB-104,104,506
pr9,GB,GB-105,105,506
