unit_id,manifesto,sequence,master_code,master_rile,full_class_n,full_class_cat_distinct,full_class_cat_modal_share,full_class_cat_1mmodal,full_class_cat_Hnorm,full_class_dom_1mmodal,full_class_rile_1mmodal,full_class_rile_distinct,full_class_rile_modal,full_exclude_n,full_exclude_cat_distinct,full_exclude_cat_modal_share,full_exclude_cat_1mmodal,full_exclude_cat_Hnorm,full_exclude_dom_1mmodal,full_exclude_rile_1mmodal,full_exclude_rile_distinct,full_exclude_rile_modal,retained_class_n,retained_class_cat_distinct,retained_class_cat_modal_share,retained_class_cat_1mmodal,retained_class_cat_Hnorm,retained_class_dom_1mmodal,retained_class_rile_1mmodal,retained_class_rile_distinct,retained_class_rile_modal,retained_exclude_n,retained_exclude_cat_distinct,retained_exclude_cat_modal_share,retained_exclude_cat_1mmodal,retained_exclude_cat_Hnorm,retained_exclude_dom_1mmodal,retained_exclude_rile_1mmodal,retained_exclude_rile_distinct,retained_exclude_rile_modal
GB-052,GB,52,606,right,32,6,0.78125,0.21875,0.24939747034769927,0.15625,0.125,2,right,32,6,0.78125,0.21875,0.24939747034769927,0.15625,0.125,2,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.17647058823529416,0.17647058823529416,2,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.17647058823529416,0.17647058823529416,2,right
GB-053,GB,53,606,right,32,6,0.8125,0.1875,0.22367854580207253,0.15625,0.1875,2,right,31,5,0.8387096774193549,0.16129032258064513,0.19122696039257223,0.12903225806451613,0.16129032258064513,2,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.17647058823529416,0.17647058823529416,2,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.17647058823529416,0.17647058823529416,2,right
GB-054,GB,54,606,right,32,7,0.6875,0.3125,0.33211010554884995,0.28125,0.3125,3,right,29,6,0.7586206896551724,0.24137931034482762,0.2752239813175709,0.2068965517241379,0.24137931034482762,3,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.17647058823529416,0.17647058823529416,2,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.17647058823529416,0.17647058823529416,2,right
GB-055,GB,55,606,right,32,11,0.375,0.625,0.5231014842262616,0.59375,0.46875,3,none,31,10,0.3870967741935484,0.6129032258064516,0.5031662977998026,0.5806451612903225,0.4838709677419355,3,none,17,4,0.47058823529411764,0.5294117647058824,0.37180239199793735,0.5294117647058824,0.47058823529411764,2,none,17,4,0.47058823529411764,0.5294117647058824,0.37180239199793735,0.5294117647058824,0.47058823529411764,2,none
GB-056,GB,56,411,none,32,4,0.875,0.125,0.14621288863991927,0.0,0.0625,2,none,32,4,0.875,0.125,0.14621288863991927,0.0,0.0625,2,none,17,2,0.9411764705882353,0.05882352941176472,0.07896266496667848,0.0,0.0,1,none,17,2,0.9411764705882353,0.05882352941176472,0.07896266496667848,0.0,0.0,1,none
GB-057,GB,57,506,left,32,2,0.65625,0.34375,0.1856724144789735,0.34375,0.34375,2,left,32,2,0.65625,0.34375,0.1856724144789735,0.34375,0.34375,2,left,17,2,0.6470588235294118,0.3529411764705882,0.22915618276080515,0.3529411764705882,0.3529411764705882,2,left,17,2,0.6470588235294118,0.3529411764705882,0.22915618276080515,0.3529411764705882,0.3529411764705882,2,left
GB-058,GB,58,403,left,32,9,0.4375,0.5625,0.5020781444662079,0.3125,0.375,3,left,32,9,0.4375,0.5625,0.5020781444662079,0.3125,0.375,3,left,17,7,0.5882352941176471,0.4117647058823529,0.4931519895790564,0.11764705882352944,0.3529411764705882,3,left,17,7,0.5882352941176471,0.4117647058823529,0.4931519895790564,0.11764705882352944,0.3529411764705882,3,left
GB-059,GB,59,202,left,32,9,0.5625,0.4375,0.43332318437250983,0.375,0.1875,2,none,30,8,0.6,0.4,0.39766138540122065,0.33333333333333337,0.19999999999999996,2,none,17,4,0.7058823529411765,0.2941176470588235,0.3233318588369289,0.17647058823529416,0.11764705882352944,2,none,16,3,0.75,0.25,0.26531953111478324,0.125,0.125,2,none
GB-060,GB,60,606,right,32,8,0.53125,0.46875,0.43371072637487795,0.375,0.15625,3,none,27,7,0.6296296296296297,0.37037037037037035,0.3846749050152639,0.2592592592592593,0.18518518518518523,3,none,17,4,0.7647058823529411,0.23529411764705888,0.27891819618918295,0.17647058823529416,0.11764705882352944,2,none,16,3,0.8125,0.1875,0.21709818225259064,0.125,0.125,2,none
GB-061,GB,61,202,left,32,7,0.46875,0.53125,0.4445748659961364,0.34375,0.25,2,none,28,6,0.5357142857142857,0.4642857142857143,0.3992239662548025,0.25,0.2857142857142857,2,none,17,4,0.5882352941176471,0.4117647058823529,0.3780223226998912,0.2941176470588235,0.3529411764705882,2,none,16,3,0.625,0.375,0.3246987351738496,0.25,0.375,2,none
GB-062,GB,62,701,left,32,8,0.28125,0.71875,0.5200375780033049,0.53125,0.46875,3,none,31,7,0.2903225806451613,0.7096774193548387,0.4999743149741148,0.5161290322580645,0.4838709677419355,3,none,17,6,0.4117647058823529,0.5882352941176471,0.5444968923166851,0.4117647058823529,0.5294117647058824,3,left,17,6,0.4117647058823529,0.5882352941176471,0.5444968923166851,0.4117647058823529,0.5294117647058824,3,left
GB-063,GB,63,202,left,32,6,0.28125,0.71875,0.46138709059546645,0.4375,0.46875,2,left,32,6,0.28125,0.71875,0.46138709059546645,0.4375,0.46875,2,left,17,5,0.29411764705882354,0.7058823529411764,0.5521540078069491,0.5294117647058824,0.47058823529411764,2,left,17,5,0.29411764705882354,0.7058823529411764,0.5521540078069491,0.5294117647058824,0.47058823529411764,2,left
GB-064,GB,64,202,left,32,12,0.25,0.75,0.6352217001462483,0.5625,0.53125,3,left,30,11,0.26666666666666666,0.7333333333333334,0.6171062788924864,0.5333333333333333,0.5,3,left,17,5,0.29411764705882354,0.7058823529411764,0.5521540078069491,0.4117647058823529,0.47058823529411764,2,left,17,5,0.29411764705882354,0.7058823529411764,0.5521540078069491,0.4117647058823529,0.47058823529411764,2,left
GB-065,GB,65,202,left,32,9,0.34375,0.65625,0.49879554192232567,0.625,0.4375,3,left,32,9,0.34375,0.65625,0.49879554192232567,0.625,0.4375,3,left,17,4,0.35294117647058826,0.6470588235294117,0.4658067576475753,0.5882352941176471,0.2941176470588235,2,left,17,4,0.35294117647058826,0.6470588235294117,0.4658067576475753,0.5882352941176471,0.2941176470588235,2,left
GB-066,GB,66,701,left,32,8,0.46875,0.53125,0.45173265991942796,0.53125,0.4375,3,left,32,8,0.46875,0.53125,0.45173265991942796,0.53125,0.4375,3,left,17,6,0.4117647058823529,0.5882352941176471,0.5213322208645437,0.5294117647058824,0.4117647058823529,3,left,17,6,0.4117647058823529,0.5882352941176471,0.5213322208645437,0.5294117647058824,0.4117647058823529,3,left
GB-067,GB,67,701,left,32,10,0.40625,0.59375,0.5173429261587629,0.59375,0.46875,3,left,32,10,0.40625,0.59375,0.5173429261587629,0.59375,0.46875,3,left,17,5,0.5294117647058824,0.47058823529411764,0.4223517843199126,0.47058823529411764,0.3529411764705882,3,left,17,5,0.5294117647058824,0.47058823529411764,0.4223517843199126,0.47058823529411764,0.3529411764705882,3,left
GB-068,GB,68,202,left,32,10,0.3125,0.6875,0.5634470535502232,0.625,0.40625,3,left,31,9,0.3225806451612903,0.6774193548387097,0.5451983820097454,0.6129032258064516,0.3870967741935484,3,left,17,5,0.29411764705882354,0.7058823529411764,0.5398530796867234,0.47058823529411764,0.4117647058823529,2,left,17,5,0.29411764705882354,0.7058823529411764,0.5398530796867234,0.47058823529411764,0.4117647058823529,2,left
GB-069,GB,69,202,left,32,7,0.3125,0.6875,0.4494372102990595,0.5625,0.375,2,left,32,7,0.3125,0.6875,0.4494372102990595,0.5625,0.375,2,left,17,4,0.4117647058823529,0.5882352941176471,0.4255584121615643,0.5294117647058824,0.4117647058823529,2,left,17,4,0.4117647058823529,0.5882352941176471,0.4255584121615643,0.5294117647058824,0.4117647058823529,2,left
GB-070,GB,70,202,left,32,8,0.3125,0.6875,0.489839669340998,0.53125,0.4375,3,left,32,8,0.3125,0.6875,0.489839669340998,0.53125,0.4375,3,left,17,4,0.4117647058823529,0.5882352941176471,0.4255584121615643,0.5294117647058824,0.4117647058823529,2,left,17,4,0.4117647058823529,0.5882352941176471,0.4255584121615643,0.5294117647058824,0.4117647058823529,2,left
GB-071,GB,71,402,right,32,9,0.46875,0.53125,0.49151095977317977,0.0625,0.4375,3,right,31,8,0.4838709677419355,0.5161290322580645,0.4702552345455881,0.032258064516129004,0.4193548387096774,3,right,17,6,0.6470588235294118,0.3529411764705882,0.4235781697433843,0.0,0.23529411764705888,3,right,17,6,0.6470588235294118,0.3529411764705882,0.4235781697433843,0.0,0.23529411764705888,3,right
GB-072,GB,72,402,right,32,7,0.53125,0.46875,0.38598902622862974,0.0,0.4375,3,right,32,7,0.53125,0.46875,0.38598902622862974,0.0,0.4375,3,right,17,3,0.7647058823529411,0.23529411764705888,0.23927203613747597,0.0,0.23529411764705888,3,right,17,3,0.7647058823529411,0.23529411764705888,0.23927203613747597,0.0,0.23529411764705888,3,right
GB-073,GB,73,402,right,32,7,0.5,0.5,0.4146782221599798,0.0,0.40625,3,right,32,7,0.5,0.5,0.4146782221599798,0.0,0.40625,3,right,17,3,0.6470588235294118,0.3529411764705882,0.2852838314120776,0.0,0.3529411764705882,3,right,17,3,0.6470588235294118,0.3529411764705882,0.2852838314120776,0.0,0.3529411764705882,3,right
GB-074,GB,74,411,none,32,2,0.96875,0.03125,0.04012446486254293,0.0,0.03125,2,none,32,2,0.96875,0.03125,0.04012446486254293,0.0,0.03125,2,none,17,2,0.9411764705882353,0.05882352941176472,0.07896266496667848,0.0,0.05882352941176472,2,none,17,2,0.9411764705882353,0.05882352941176472,0.07896266496667848,0.0,0.05882352941176472,2,none
GB-075,GB,75,410,none,32,6,0.75,0.25,0.2700375780033049,0.03125,0.15625,3,none,32,6,0.75,0.25,0.2700375780033049,0.03125,0.15625,3,none,17,2,0.9411764705882353,0.05882352941176472,0.07896266496667848,0.0,0.05882352941176472,2,none,17,2,0.9411764705882353,0.05882352941176472,0.07896266496667848,0.0,0.05882352941176472,2,none
GB-076,GB,76,411,none,32,5,0.53125,0.46875,0.3373987917860214,0.0,0.3125,3,none,32,5,0.53125,0.46875,0.3373987917860214,0.0,0.3125,3,none,17,3,0.47058823529411764,0.5294117647058824,0.36297801888863584,0.0,0.3529411764705882,2,none,17,3,0.47058823529411764,0.5294117647058824,0.36297801888863584,0.0,0.3529411764705882,2,none
GB-077,GB,77,411,none,32,3,0.9375,0.0625,0.07995801332340277,0.0,0.03125,2,none,32,3,0.9375,0.0625,0.07995801332340277,0.0,0.03125,2,none,17,3,0.8823529411764706,0.11764705882352944,0.15662685098921497,0.0,0.05882352941176472,2,none,17,3,0.8823529411764706,0.11764705882352944,0.15662685098921497,0.0,0.05882352941176472,2,none
GB-078,GB,78,402,right,32,11,0.4375,0.5625,0.5277023036543946,0.09375,0.40625,3,right,32,11,0.4375,0.5625,0.5277023036543946,0.09375,0.40625,3,right,17,5,0.47058823529411764,0.5294117647058824,0.47105275571184096,0.0,0.3529411764705882,3,right,17,5,0.47058823529411764,0.5294117647058824,0.47105275571184096,0.0,0.3529411764705882,3,right
GB-079,GB,79,303,none,32,11,0.25,0.75,0.6055036532577265,0.25,0.53125,3,none,32,11,0.25,0.75,0.6055036532577265,0.25,0.53125,3,none,17,7,0.23529411764705882,0.7647058823529411,0.6437472560305889,0.11764705882352944,0.47058823529411764,2,none,17,7,0.23529411764705882,0.7647058823529411,0.6437472560305889,0.11764705882352944,0.47058823529411764,2,none
GB-080,GB,80,403,left,32,9,0.65625,0.34375,0.37350833826028773,0.1875,0.3125,3,left,32,9,0.65625,0.34375,0.37350833826028773,0.1875,0.3125,3,left,17,4,0.7647058823529411,0.23529411764705888,0.27891819618918295,0.11764705882352944,0.23529411764705888,3,left,17,4,0.7647058823529411,0.23529411764705888,0.27891819618918295,0.11764705882352944,0.23529411764705888,3,left
GB-081,GB,81,403,left,32,10,0.625,0.375,0.417540941250558,0.09375,0.3125,3,left,32,10,0.625,0.375,0.417540941250558,0.09375,0.3125,3,left,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.0,0.17647058823529416,3,left,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.0,0.17647058823529416,3,left
GB-082,GB,82,402,right,32,9,0.5,0.5,0.4649397470347699,0.09375,0.34375,3,right,31,8,0.5161290322580645,0.4838709677419355,0.44257329895525693,0.06451612903225812,0.32258064516129037,3,right,17,5,0.47058823529411764,0.5294117647058824,0.47105275571184096,0.0,0.2941176470588235,3,right,17,5,0.47058823529411764,0.5294117647058824,0.47105275571184096,0.0,0.2941176470588235,3,right
GB-083,GB,83,402,right,32,7,0.78125,0.21875,0.2618974703476993,0.0,0.1875,3,right,32,7,0.78125,0.21875,0.2618974703476993,0.0,0.1875,3,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.0,0.11764705882352944,2,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.0,0.11764705882352944,2,right
GB-084,GB,84,402,right,32,8,0.78125,0.21875,0.2743974703476993,0.0,0.1875,3,right,32,8,0.78125,0.21875,0.2743974703476993,0.0,0.1875,3,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.0,0.11764705882352944,2,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.0,0.11764705882352944,2,right
GB-085,GB,85,402,right,32,7,0.75,0.25,0.2825375780033049,0.0,0.21875,3,right,32,7,0.75,0.25,0.2825375780033049,0.0,0.21875,3,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.0,0.11764705882352944,2,right,17,4,0.8235294117647058,0.17647058823529416,0.23290586823232665,0.0,0.11764705882352944,2,right
GB-086,GB,86,402,right,32,8,0.75,0.25,0.2997556248918266,0.03125,0.25,3,right,32,8,0.75,0.25,0.2997556248918266,0.03125,0.25,3,right,17,3,0.8823529411764706,0.11764705882352944,0.15662685098921497,0.0,0.11764705882352944,2,right,17,3,0.8823529411764706,0.11764705882352944,0.15662685098921497,0.0,0.11764705882352944,2,right
GB-087,GB,87,402,right,32,8,0.65625,0.34375,0.36879029137176605,0.03125,0.28125,3,right,32,8,0.65625,0.34375,0.36879029137176605,0.03125,0.28125,3,right,17,5,0.7058823529411765,0.2941176470588235,0.3521142755567201,0.0,0.23529411764705888,2,right,17,5,0.7058823529411765,0.2941176470588235,0.3521142755567201,0.0,0.23529411764705888,2,right
GB-088,GB,88,402,right,32,9,0.40625,0.59375,0.49679944817249433,0.125,0.5625,3,right,32,9,0.40625,0.59375,0.49679944817249433,0.125,0.5625,3,right,17,5,0.5294117647058824,0.47058823529411764,0.44551645577205407,0.05882352941176472,0.47058823529411764,3,right,17,5,0.5294117647058824,0.47058823529411764,0.44551645577205407,0.05882352941176472,0.47058823529411764,3,right
GB-089,GB,89,402,right,32,9,0.375,0.625,0.5139097655573917,0.1875,0.5625,3,right,30,8,0.4,0.6,0.4852514979742121,0.1333333333333333,0.5333333333333333,3,right,17,5,0.5294117647058824,0.47058823529411764,0.44551645577205407,0.05882352941176472,0.4117647058823529,3,right,17,5,0.5294117647058824,0.47058823529411764,0.44551645577205407,0.05882352941176472,0.4117647058823529,3,right
GB-090,GB,90,402,right,32,8,0.46875,0.53125,0.45147113504463776,0.0625,0.40625,3,right,32,8,0.46875,0.53125,0.45147113504463776,0.0625,0.40625,3,right,17,4,0.47058823529411764,0.5294117647058824,0.429969410871824,0.0,0.4117647058823529,2,right,17,4,0.47058823529411764,0.5294117647058824,0.429969410871824,0.0,0.4117647058823529,2,right
GB-091,GB,91,402,right,32,9,0.5,0.5,0.4680036532577265,0.125,0.34375,3,right,32,9,0.5,0.5,0.4680036532577265,0.125,0.34375,3,right,17,4,0.5294117647058824,0.47058823529411764,0.4167340390522628,0.0,0.3529411764705882,2,right,17,4,0.5294117647058824,0.47058823529411764,0.4167340390522628,0.0,0.3529411764705882,2,right
GB-092,GB,92,703,none,32,7,0.78125,0.21875,0.2618974703476993,0.21875,0.15625,3,none,31,6,0.8064516129032258,0.19354838709677424,0.23104350237804297,0.19354838709677424,0.16129032258064513,3,none,17,2,0.9411764705882353,0.05882352941176472,0.07896266496667848,0.05882352941176472,0.0,1,none,17,2,0.9411764705882353,0.05882352941176472,0.07896266496667848,0.05882352941176472,0.0,1,none
GB-093,GB,93,703,none,32,8,0.65625,0.34375,0.36879029137176605,0.34375,0.09375,3,none,29,7,0.7241379310344828,0.27586206896551724,0.31688191271457733,0.27586206896551724,0.10344827586206895,3,none,17,3,0.8823529411764706,0.11764705882352944,0.15662685098921497,0.11764705882352944,0.0,1,none,16,2,0.9375,0.0625,0.08432251665425347,0.0625,0.0,1,none
GB-094,GB,94,703,none,32,5,0.65625,0.34375,0.3015722444832444,0.34375,0.28125,3,none,32,5,0.65625,0.34375,0.3015722444832444,0.34375,0.28125,3,none,17,3,0.7647058823529411,0.23529411764705888,0.23927203613747597,0.23529411764705888,0.23529411764705888,3,none,17,3,0.7647058823529411,0.23529411764705888,0.23927203613747597,0.23529411764705888,0.23529411764705888,3,none
GB-095,GB,95,703,none,32,6,0.59375,0.40625,0.36049835481334414,0.40625,0.34375,3,none,32,6,0.59375,0.40625,0.36049835481334414,0.40625,0.34375,3,none,17,3,0.7647058823529411,0.23529411764705888,0.23927203613747597,0.23529411764705888,0.23529411764705888,3,none,17,3,0.7647058823529411,0.23529411764705888,0.23927203613747597,0.23529411764705888,0.23529411764705888,3,none
GB-096,GB,96,703,none,32,7,0.625,0.375,0.35032289436203634,0.375,0.3125,3,none,31,6,0.6451612903225806,0.3548387096774194,0.3231652627286433,0.3548387096774194,0.32258064516129037,3,none,17,2,0.7647058823529411,0.23529411764705888,0.19257094602980906,0.23529411764705888,0.23529411764705888,2,none,17,2,0.7647058823529411,0.23529411764705888,0.19257094602980906,0.23529411764705888,0.23529411764705888,2,none
GB-097,GB,97,703,none,32,5,0.78125,0.21875,0.23217942345917758,0.125,0.0625,2,none,31,4,0.8064516129032258,0.19354838709677424,0.20008318950345144,0.09677419354838712,0.06451612903225812,2,none,17,2,0.9411764705882353,0.05882352941176472,0.07896266496667848,0.05882352941176472,0.0,1,none,16,1,1.0,0.0,0.0,0.0,0.0,1,none
GB-098,GB,98,703,none,32,7,0.625,0.375,0.36754094125055803,0.375,0.1875,3,none,32,7,0.625,0.375,0.36754094125055803,0.375,0.1875,3,none,17,4,0.7647058823529411,0.23529411764705888,0.27891819618918295,0.23529411764705888,0.11764705882352944,3,none,17,4,0.7647058823529411,0.23529411764705888,0.27891819618918295,0.23529411764705888,0.11764705882352944,3,none
GB-099,GB,99,411,none,32,3,0.53125,0.46875,0.23256351743711107,0.4375,0.46875,2,none,32,3,0.53125,0.46875,0.23256351743711107,0.4375,0.46875,2,none,17,3,0.5882352941176471,0.4117647058823529,0.29873000259647725,0.3529411764705882,0.4117647058823529,2,none,17,3,0.5882352941176471,0.4117647058823529,0.29873000259647725,0.3529411764705882,0.4117647058823529,2,none
GB-100,GB,100,411,none,32,5,0.5625,0.4375,0.31076293140727973,0.34375,0.4375,3,left,32,5,0.5625,0.4375,0.31076293140727973,0.34375,0.4375,3,left,17,3,0.5882352941176471,0.4117647058823529,0.29873000259647725,0.3529411764705882,0.4117647058823529,2,left,17,3,0.5882352941176471,0.4117647058823529,0.29873000259647725,0.3529411764705882,0.4117647058823529,2,left
GB-101,GB,101,411,none,32,5,0.40625,0.59375,0.38228267319353276,0.5625,0.46875,3,none,26,4,0.5,0.5,0.31818983328206585,0.46153846153846156,0.5,3,left,17,4,0.47058823529411764,0.5294117647058824,0.37180239199793724,0.5294117647058824,0.5294117647058824,3,none,16,3,0.5,0.5,0.3179455553999495,0.5,0.5,3,left
GB-102,GB,102,506,left,32,5,0.59375,0.40625,0.322736829938554,0.40625,0.40625,2,left,28,4,0.6785714285714286,0.3214285714285714,0.25440059452786506,0.3214285714285714,0.3214285714285714,2,left,17,3,0.7647058823529411,0.23529411764705888,0.23927203613747597,0.23529411764705888,0.23529411764705888,2,left,16,2,0.8125,0.1875,0.17405306503128645,0.1875,0.1875,2,left
GB-103,GB,103,411,none,32,5,0.40625,0.59375,0.3579068323817195,0.59375,0.375,2,none,27,4,0.48148148148148145,0.5185185185185186,0.2902019526066508,0.5185185185185186,0.4444444444444444,2,none,17,3,0.5294117647058824,0.47058823529411764,0.30661993200644344,0.47058823529411764,0.47058823529411764,2,left,16,2,0.5625,0.4375,0.24717485207212436,0.4375,0.4375,2,left
GB-104,GB,104,506,left,32,8,0.46875,0.53125,0.43372900666170133,0.46875,0.5,3,left,28,7,0.5357142857142857,0.4642857142857143,0.38633198302103955,0.3928571428571429,0.4285714285714286,3,left,17,2,0.7647058823529411,0.23529411764705888,0.19257094602980906,0.23529411764705888,0.23529411764705888,2,left,17,2,0.7647058823529411,0.23529411764705888,0.19257094602980906,0.23529411764705888,0.23529411764705888,2,left
GB-105,GB,105,411,none,32,7,0.46875,0.53125,0.3833930828803872,0.53125,0.5,3,left,30,6,0.5,0.5,0.34339201268217595,0.5,0.4666666666666667,3,left,17,2,0.5882352941176471,0.4117647058823529,0.23912579893428051,0.4117647058823529,0.4117647058823529,2,left,17,2,0.5882352941176471,0.4117647058823529,0.23912579893428051,0.4117647058823529,0.4117647058823529,2,left
GB-106,GB,106,411,none,32,4,0.625,0.375,0.25213848220861956,0.375,0.375,2,left,31,3,0.6451612903225806,0.3548387096774194,0.22087657158145574,0.3548387096774194,0.3548387096774194,2,left,17,2,0.7647058823529411,0.23529411764705888,0.19257094602980906,0.23529411764705888,0.23529411764705888,2,left,17,2,0.7647058823529411,0.23529411764705888,0.19257094602980906,0.23529411764705888,0.23529411764705888,2,left
GB-107,GB,107,411,none,32,2,0.78125,0.21875,0.15157569250767908,0.21875,0.21875,2,left,32,2,0.78125,0.21875,0.15157569250767908,0.21875,0.21875,2,left,17,2,0.8235294117647058,0.17647058823529416,0.16447729146082843,0.17647058823529416,0.17647058823529416,2,left,17,2,0.8235294117647058,0.17647058823529416,0.16447729146082843,0.17647058823529416,0.17647058823529416,2,left
NZ-001,NZ,1,414,right,23,7,0.4782608695652174,0.5217391304347826,0.5043966860990454,0.21739130434782605,0.3913043478260869,3,right,20,6,0.55,0.44999999999999996,0.4584750801089662,0.09999999999999998,0.30000000000000004,3,right,12,5,0.5833333333333334,0.41666666666666663,0.49670592904742644,0.25,0.25,2,right,11,4,0.6363636363636364,0.36363636363636365,0.4310288551512256,0.18181818181818177,0.18181818181818177,2,right
NZ-002,NZ,2,414,right,23,8,0.391304347826087,0.6086956521739131,0.517686649179748,0.4782608695652174,0.21739130434782605,3,right,22,7,0.4090909090909091,0.5909090909090908,0.48851197194092216,0.4545454545454546,0.18181818181818177,3,right,12,3,0.5833333333333334,0.41666666666666663,0.3572344562218615,0.41666666666666663,0.08333333333333337,2,right,12,3,0.5833333333333334,0.41666666666666663,0.3572344562218615,0.41666666666666663,0.08333333333333337,2,right
NZ-003,NZ,3,414,right,23,9,0.43478260869565216,0.5652173913043479,0.5653744300336695,0.21739130434782605,0.4782608695652174,3,right,21,8,0.47619047619047616,0.5238095238095238,0.5314407408507837,0.1428571428571429,0.4285714285714286,3,right,12,5,0.6666666666666666,0.33333333333333337,0.4421141086977403,0.08333333333333337,0.25,3,right,12,5,0.6666666666666666,0.33333333333333337,0.4421141086977403,0.08333333333333337,0.25,3,right
NZ-004,NZ,4,414,right,23,7,0.43478260869565216,0.5652173913043479,0.5042017058914149,0.30434782608695654,0.34782608695652173,3,right,21,6,0.47619047619047616,0.5238095238095238,0.46244009002834086,0.23809523809523814,0.2857142857142857,3,right,12,3,0.5833333333333334,0.41666666666666663,0.35723445622186156,0.33333333333333337,0.08333333333333337,2,right,12,3,0.5833333333333334,0.41666666666666663,0.35723445622186156,0.33333333333333337,0.08333333333333337,2,right
NZ-005,NZ,5,414,right,23,7,0.43478260869565216,0.5652173913043479,0.512417172611789,0.30434782608695654,0.34782608695652173,3,right,20,6,0.5,0.5,0.4681289526146632,0.19999999999999996,0.25,3,right,12,3,0.6666666666666666,0.33333333333333337,0.33158558152330525,0.25,0.08333333333333337,2,right,12,3,0.6666666666666666,0.33333333333333337,0.33158558152330525,0.25,0.08333333333333337,2,right
NZ-006,NZ,6,408,none,23,6,0.4782608695652174,0.5217391304347826,0.44576776827830605,0.21739130434782605,0.4782608695652174,3,none,23,6,0.4782608695652174,0.5217391304347826,0.44576776827830605,0.21739130434782605,0.4782608695652174,3,none,12,4,0.5,0.5,0.48245245470927484,0.25,0.5,3,none,12,4,0.5,0.5,0.48245245470927484,0.25,0.5,3,none
NZ-007,NZ,7,408,none,23,7,0.43478260869565216,0.5652173913043479,0.48593854390084895,0.13043478260869568,0.5652173913043479,3,none,23,7,0.43478260869565216,0.5652173913043479,0.48593854390084895,0.13043478260869568,0.5652173913043479,3,none,12,5,0.5,0.5,0.546490490941855,0.16666666666666663,0.5,3,none,12,5,0.5,0.5,0.546490490941855,0.16666666666666663,0.5,3,none
NZ-008,NZ,8,402,right,23,3,0.9130434782608695,0.08695652173913049,0.11344714269915647,0.0,0.04347826086956519,2,right,23,3,0.9130434782608695,0.08695652173913049,0.11344714269915647,0.0,0.04347826086956519,2,right,12,2,0.9166666666666666,0.08333333333333337,0.11543129118376824,0.0,0.08333333333333337,2,right,12,2,0.9166666666666666,0.08333333333333337,0.11543129118376824,0.0,0.08333333333333337,2,right
NZ-009,NZ,9,414,right,23,5,0.4782608695652174,0.5217391304347826,0.3600361313496317,0.04347826086956519,0.13043478260869568,3,right,22,4,0.5,0.5,0.3213253237789265,0.0,0.09090909090909094,2,right,12,2,0.75,0.25,0.22630030977895446,0.0,0.0,1,right,12,2,0.75,0.25,0.22630030977895446,0.0,0.0,1,right
NZ-010,NZ,10,414,right,23,7,0.43478260869565216,0.5652173913043479,0.4726090909129759,0.0,0.26086956521739135,3,right,23,7,0.43478260869565216,0.5652173913043479,0.4726090909129759,0.0,0.26086956521739135,3,right,12,3,0.6666666666666666,0.33333333333333337,0.33158558152330525,0.0,0.08333333333333337,2,right,12,3,0.6666666666666666,0.33333333333333337,0.33158558152330525,0.0,0.08333333333333337,2,right
NZ-011,NZ,11,414,right,23,6,0.43478260869565216,0.5652173913043479,0.43081329036388466,0.0,0.21739130434782605,2,right,23,6,0.43478260869565216,0.5652173913043479,0.43081329036388466,0.0,0.21739130434782605,2,right,12,2,0.5833333333333334,0.41666666666666663,0.2733274773317827,0.0,0.0,1,right,12,2,0.5833333333333334,0.41666666666666663,0.2733274773317827,0.0,0.0,1,right
NZ-012,NZ,12,414,right,23,5,0.6086956521739131,0.3913043478260869,0.33860562537455124,0.04347826086956519,0.3913043478260869,3,right,22,4,0.6363636363636364,0.36363636363636365,0.29859850681883093,0.0,0.36363636363636365,3,right,12,2,0.9166666666666666,0.08333333333333337,0.11543129118376824,0.0,0.08333333333333337,2,right,12,2,0.9166666666666666,0.08333333333333337,0.11543129118376824,0.0,0.08333333333333337,2,right
NZ-013,NZ,13,414,right,23,6,0.391304347826087,0.6086956521739131,0.4323571960819738,0.0,0.5217391304347826,3,none,23,6,0.391304347826087,0.6086956521739131,0.4323571960819738,0.0,0.5217391304347826,3,none,12,4,0.5833333333333334,0.41666666666666663,0.43266789281484636,0.0,0.41666666666666663,3,right,12,4,0.5833333333333334,0.41666666666666663,0.43266789281484636,0.0,0.41666666666666663,3,right
