model,condition,n,compliance,accuracy,accuracy|compliant,domain_accuracy,weighted_f1,n_errors,E1_cross_domain,E2_valence_flip,E5_catch_all,residual
deepseek/deepseek-v4-flash,BASE,600,0.9916666666666667,0.39666666666666667,0.4,0.6016666666666667,0.3911909560524615,357,0.6554621848739496,0.047619047619047616,0.17086834733893558,0.28291316526610644
deepseek/deepseek-v4-flash,FULLDOC,600,0.9866666666666667,0.4533333333333333,0.4594594594594595,0.6333333333333333,0.4364129001958033,320,0.6625,0.04375,0.140625,0.284375
deepseek/deepseek-v4-flash,WINDOW,600,0.98,0.44166666666666665,0.45068027210884354,0.635,0.42579520410828214,323,0.6408668730650154,0.034055727554179564,0.1393188854489164,0.3126934984520124
google/gemma-4-26b-a4b-it,BASE,600,1.0,0.43,0.43,0.6016666666666667,0.4472963077332049,342,0.6988304093567251,0.038011695906432746,0.260233918128655,0.25146198830409355
google/gemma-4-26b-a4b-it,FULLDOC,600,0.925,0.43666666666666665,0.4720720720720721,0.61,0.43263417397099496,293,0.6450511945392492,0.030716723549488054,0.12627986348122866,0.310580204778157
google/gemma-4-26b-a4b-it,WINDOW,600,0.9983333333333333,0.48,0.48080133555926546,0.6516666666666666,0.4743797174691979,311,0.6688102893890675,0.02572347266881029,0.18006430868167203,0.2829581993569132
